id,expression,image_id,sent_id,object_name,category_id,attributes,sonnet_success,sonnet_output,sonnet_valid,sonnet_tokens,sonnet_time,sonnet_error,haiku_success,haiku_output,haiku_valid,haiku_tokens,haiku_time,haiku_error,both_successful,both_valid,outputs_identical,sonnet_faster
2397600_12633,the first hair from the left that is curly and to the left of head,2397600,12633,hair,797,"['brown', 'curly']",True,"target(X), type(X, hair), expression(hasPosition, X, first), expression(fromDirection, X, left), expression(hasAttribute, X, curly), expression(leftOf, X, head)",True,156,2.2720730304718018,,True,"target(X), type(X, hair), type(X, first), expression(from, X, left), expression(hasAttribute, X, curly), expression(leftOf, X, head)",True,149,1.0545411109924316,,True,True,False,False
2340121_7569,The silver refrigerator that is to the right of the black oven that is in the kitchen,2340121,7569,refrigerator,476,"['metal', 'silver']",True,"target(X), type(X, refrigerator), expression(hasAttribute, X, silver), expression(rightOf, X, oven), expression(hasAttribute, oven, black), expression(in, oven, kitchen)",True,163,2.4504690170288086,,True,"target(X), type(X, refrigerator), expression(hasAttribute, X, silver), expression(toRightOf, X, Y), type(Y, oven), expression(hasAttribute, Y, black), expression(in, Y, kitchen)",True,165,1.362982988357544,,True,True,False,False
2347463_23488,The white fur that is to the left of the white leg or to the right of the water,2347463,23488,fur,50,['white'],True,"target(X), type(X, fur), expression(hasAttribute, X, white), expression(leftOf, X, leg), expression(hasAttribute, leg, white), expression(rightOf, X, water)",True,158,3.1960840225219727,,True,"target(X), type(X, fur), type(X, white), expression(left, X, leg), expression(right, X, water)",True,142,1.073740005493164,,True,True,False,False
2397744_19550,The white couch that is near the black fireplace or on the brick wall,2397744,19550,couch,458,['white'],True,"target(X), type(X, couch), expression(hasAttribute, X, white), expression(near, X, fireplace), expression(hasAttribute, fireplace, black), expression(on, X, wall), expression(hasAttribute, wall, brick)",True,167,2.1049139499664307,,True,"target(X), type(X, couch), expression(hasAttribute, X, white), expression(near, X, fireplace), expression(hasAttribute, fireplace, black), expression(on, X, wall), expression(hasAttribute, wall, brick)",True,167,1.4059209823608398,,True,True,True,False
2403462_7950,The brown hair that is of the woman that is to the right of the glass,2403462,7950,hair,797,"['brown', 'straight', 'shiny', 'long']",True,"target(X), type(X, hair), expression(hasAttribute, X, brown), expression(of, X, person), expression(rightOf, person, glass)",True,147,1.5865161418914795,,True,"target(X), type(X, hair), type(Y, woman), type(Z, glass), expression(of, X, Y), expression(to_the_right_of, Y, Z), expression(hasAttribute, X, brown)",True,154,1.2890870571136475,,True,True,False,False
2401681_6638,The gray luggage that is on the tan floor,2401681,6638,luggage,112,"['gray', 'packed']",True,"target(X), type(X, luggage), expression(hasAttribute, X, gray), expression(on, X, floor), expression(hasAttribute, floor, tan)",True,141,2.94815993309021,,True,"target(X), type(X, luggage), expression(hasAttribute, X, gray), expression(on, X, floor), type(floor, floor), expression(hasAttribute, floor, tan)",True,146,1.2312729358673096,,True,True,False,False
2378040_13718,The tree that has the same color as the branch,2378040,13718,tree,529,"['brown', 'tall']",True,"target(X), type(X, tree), expression(hasAttribute, X, color), expression(hasAttribute, branch, color)",True,136,1.9616739749908447,,True,"target(X), type(X, tree), expression(sameColor, X, branch)",True,125,0.825340986251831,,True,True,False,False
2348151_17979,The metal fence that is in front of the adult elephant or to the right of the large elephant,2348151,17979,fence,66,['metal'],True,"target(X), type(X, fence), expression(hasAttribute, X, metal), expression(inFrontOf, X, elephant), expression(hasAttribute, elephant, adult), expression(rightOf, X, elephant), expression(hasAttribute, elephant, large)",True,177,1.565126895904541,,True,"target(X), type(X, fence), type(X, metal), expression(in_front_of, X, elephant), expression(to_right_of, X, elephant), type(elephant, adult), type(elephant, large)",True,163,1.5381760597229004,,True,True,False,False
2399886_16535,The leather chair that is in front of the dark table and to the right of the yellow wall,2399886,16535,chair,783,"['leather', 'black']",True,"target(X), type(X, chair), expression(hasAttribute, X, leather), expression(inFrontOf, X, table), expression(hasAttribute, table, dark), expression(rightOf, X, wall), expression(hasAttribute, wall, yellow)",True,173,2.1264708042144775,,True,"target(X), type(X, chair), type(Y, table), type(Z, wall), expression(material, X, leather), expression(in_front_of, X, Y), expression(to_right_of, X, Z), expression(color, Y, dark), expression(color, Z, yellow)",True,174,1.8041160106658936,,True,True,False,False
2379216_7630,The tall tree that is behind the house,2379216,7630,trees,529,['tall'],True,"target(X), type(X, tree), expression(hasAttribute, X, tall), expression(behind, X, building)",True,132,1.724222183227539,,True,"target(X), type(X, tree), expression(tall, X, tree), expression(behind, X, house)",True,129,0.9551880359649658,,True,True,False,False
3769_5996,The black coat that is to the left of the beige bag,3769,5996,coat,237,"['black', 'long']",True,"target(X), type(X, coat), expression(hasAttribute, X, black), expression(leftOf, X, bag), expression(hasAttribute, bag, beige)",True,143,1.351896047592163,,True,"target(X), type(X, coat), type(Y, bag), expression(color, X, black), expression(color, Y, beige), expression(left_of, X, Y)",True,142,1.234787940979004,,True,True,False,False
2380375_2849,The walking man that is walking in the street,2380375,2849,man,230,['walking'],True,"target(X), type(X, person), expression(hasAttribute, X, walking), expression(in, X, street)",True,133,1.357456922531128,,True,"target(X), type(X, man), expression(walking, X, street)",True,124,0.9784481525421143,,True,True,False,False
1160249_14384,The white building that is to the left of the tree and to the right of the on wall,1160249,14384,building,948,['white'],True,"target(X), type(X, building), expression(hasAttribute, X, white), expression(leftOf, X, tree), expression(rightOf, X, wall)",True,150,1.7383122444152832,,True,"target(X), type(X, building), expression(color, X, white), expression(left_of, X, tree), expression(right_of, X, wall)",True,149,1.168017864227295,,True,True,False,False
2410853_22585,The brown luggage that is to the right of the brown suitcase or to the left of the bag,2410853,22585,luggage,112,['brown'],True,"target(X), type(X, luggage), expression(hasAttribute, X, brown), expression(rightOf, X, suitcase), expression(hasAttribute, suitcase, brown), expression(leftOf, X, bag)",True,163,1.4926867485046387,,True,"target(X), type(X, luggage), expression(right, X, suitcase), expression(left, X, bag)",True,142,0.8911597728729248,,True,True,False,False
2404639_9503,plate on the right that is round and on brown table,2404639,9503,plate,937,"['white', 'porcelain', 'round']",True,"target(X), type(X, plate), expression(hasPosition, X, right), expression(hasAttribute, X, round), expression(on, X, table), expression(hasAttribute, table, brown)",True,152,3.119352102279663,,True,"target(X), type(X, plate), type(X, round), expression(on, X, table), expression(hasAttribute, table, brown)",True,138,1.6485919952392578,,True,True,False,False
2371480_3107,The green broccoli that is on the gray dish,2371480,3107,broccoli,717,"['fresh', 'green']",True,"target(X), type(X, food), expression(hasAttribute, X, green), expression(on, X, plate), expression(hasAttribute, plate, gray)",True,141,1.385444164276123,,True,"target(X), type(X, broccoli), expression(hasAttribute, X, green), expression(on, X, dish), type(dish, dish), expression(hasAttribute, dish, gray)",True,146,1.193269968032837,,True,True,False,False
2333731_6266,The black cord that is to the left of the brown seat,2333731,6266,cord,821,['black'],True,"target(X), type(X, cord), expression(hasAttribute, X, black), expression(leftOf, X, seat), expression(hasAttribute, seat, brown)",True,145,2.4863338470458984,,True,"target(X), type(X, cord), type(X, black), expression(left_of, X, seat), type(seat, brown)",True,135,1.4371178150177002,,True,True,False,False
2348288_9591,the first dog from the left that is brown and wearing dark collar,2348288,9591,dog,483,"['small', 'brown', 'playing']",True,"target(X), type(X, dog), expression(hasPosition, X, first), expression(fromDirection, X, left), expression(hasAttribute, X, brown), expression(wearing, X, collar), expression(hasAttribute, collar, dark)",True,166,1.4640679359436035,,True,"target(X), type(X, dog), expression(position, X, left), expression(hasAttribute, X, brown), expression(wearing, X, collar), expression(hasAttribute, collar, dark)",True,156,11.330581903457642,,True,True,False,True
2331675_3862,The yellow banana that is to the left of the fruit,2331675,3862,banana,734,"['fresh', 'yellow']",True,"target(X), type(X, banana), expression(hasAttribute, X, yellow), expression(leftOf, X, fruit)",True,135,4.604116916656494,,True,"target(X), type(X, banana), color(X, yellow), expression(left_of, X, fruit)",True,130,0.9663271903991699,,True,True,False,False
