image_id,original_query,batch_idx,target_probability,result_rank,is_best_result,full_result_query,predicted_object,bbox_id,predicted_bbox,probability,log_probability,loss,ground_truth_object,ground_truth_bbox_id,is_correct_object,total_results_count,new_vocab_count,new_vocab_items,error
2355489,",(,(,(,(target(X),type(X,~building)),expression(~hasAttribute,X,~gray)),expression(~leftOf,X,~wheel)),expression(~hasAttribute,~wheel,~black))",9,1.0,1,True,",(,(,(,(target(~building),type(~building,~building)),expression(~hasAttribute,~building,~gray)),expression(~leftOf,~building,~wheel)),expression(~hasAttribute,~wheel,~black))",building,bbox8,"[127, 2, 296, 133]",0.0021138536349398513,-6.159242630004883,6.159242630004883,building,bbox8,True,1,3,onTheSideOf;wheels;pulledBy,
2353624,",(,(,(target(X),type(X,~bowl)),expression(~hasAttribute,X,~white)),expression(~rightOf,X,~bottle))",10,1.0,1,True,,NONE,,,0.0,-inf,inf,,,,1,2,tomatoes;crab,
2334060,",(,(,(,(,(,(target(X),type(X,~building)),expression(~hasAttribute,X,~green)),expression(~rightOf,X,~sign)),expression(~hasAttribute,~sign,~blue)),expression(~nextTo,X,~cow)),expression(~hasAttribute,~cow,~brown))",11,1.0,1,True,",(,(,(,(,(,(target(~building),type(~building,~building)),expression(~hasAttribute,~building,~green)),expression(~rightOf,~building,~sign)),expression(~hasAttribute,~sign,~blue)),expression(~nextTo,~building,~cow)),expression(~hasAttribute,~cow,~brown))",building,bbox9,"[261, 0, 238, 234]",0.001603546059173885,-6.435537815093994,6.435537815093994,building,bbox9,True,1,0,,
2363706,",(,(,(,(,(target(X),type(X,~lamp)),expression(~hasAttribute,X,~white)),expression(~near,X,~couch)),expression(~hasAttribute,~couch,~red)),expression(~leftOf,~couch,~pole))",12,1.0,1,True,",(,(,(,(,(target(~lamp),type(~lamp,~lamp)),expression(~hasAttribute,~lamp,~white)),expression(~near,~lamp,~couch)),expression(~hasAttribute,~couch,~red)),expression(~leftOf,~couch,~pole))",lamp,bbox2,"[398, 136, 82, 238]",0.0020701162603109086,-6.180150508880615,6.180150508880615,lamp,bbox2,True,1,3,shorts;pillows;remoteControl,
2327921,",(,(,(,(target(X),type(X,~plate)),type(plate,~glass)),expression(~inFrontOf,X,~glass)),expression(~on,~glass,~table))",13,1.0,1,True,,NONE,,,0.0,-inf,inf,,,,1,8,iceCream;creamColored;vanilla;resting;at;powderedSugar;spoons;melted,
2320346,",(,(,(target(X),type(X,~microwave)),expression(~hasAttribute,X,~white)),expression(~under,X,~wall))",14,1.0,1,True,",(,(,(target(~microwave),type(~microwave,~microwave)),expression(~hasAttribute,~microwave,~white)),expression(~under,~microwave,~wall))",microwave,bbox5,"[0, 168, 374, 267]",0.2618143848442328,-1.340119481086731,1.340119481086731,microwave,bbox5,True,9,0,,
2320346,",(,(,(target(X),type(X,~microwave)),expression(~hasAttribute,X,~white)),expression(~under,X,~wall))",14,1.0,2,False,",(,(,(target(~bright),type(~bright,~microwave)),expression(~hasAttribute,~bright,~white)),expression(~under,~bright,~wall))",bright,att4,attribute,1.7319105624101203e-05,-10.963700294494629,10.963700294494629,microwave,bbox5,False,9,0,,
2320346,",(,(,(target(X),type(X,~microwave)),expression(~hasAttribute,X,~white)),expression(~under,X,~wall))",14,1.0,3,False,",(,(,(target(~door),type(~door,~microwave)),expression(~hasAttribute,~door,~white)),expression(~under,~door,~wall))",door,bbox4,"[16, 191, 317, 232]",1.5308462201996223e-05,-11.087104797363281,11.087104797363281,microwave,bbox5,False,9,0,,
2320346,",(,(,(target(X),type(X,~microwave)),expression(~hasAttribute,X,~white)),expression(~under,X,~wall))",14,1.0,4,False,",(,(,(target(~keypad),type(~keypad,~microwave)),expression(~hasAttribute,~keypad,~white)),expression(~under,~keypad,~wall))",keypad,bbox2,"[314, 277, 57, 97]",1.1555620859179936e-05,-11.368338584899902,11.368338584899902,microwave,bbox5,False,9,0,,
2320346,",(,(,(target(X),type(X,~microwave)),expression(~hasAttribute,X,~white)),expression(~under,X,~wall))",14,1.0,5,False,",(,(,(target(~window),type(~window,~microwave)),expression(~hasAttribute,~window,~white)),expression(~under,~window,~wall))",window,bbox1,"[74, 244, 194, 119]",1.0985463236476263e-05,-11.418937683105469,11.418937683105469,microwave,bbox5,False,9,0,,
2320346,",(,(,(target(X),type(X,~microwave)),expression(~hasAttribute,X,~white)),expression(~under,X,~wall))",14,1.0,6,False,",(,(,(target(~wall),type(~wall,~microwave)),expression(~hasAttribute,~wall,~white)),expression(~under,~wall,~wall))",wall,bbox8,"[3, 0, 331, 219]",1.0964226860995774e-05,-11.420872688293457,11.420872688293457,microwave,bbox5,False,9,0,,
2320346,",(,(,(target(X),type(X,~microwave)),expression(~hasAttribute,X,~white)),expression(~under,X,~wall))",14,1.0,7,False,",(,(,(target(~sign),type(~sign,~microwave)),expression(~hasAttribute,~sign,~white)),expression(~under,~sign,~wall))",sign,bbox7,"[154, 107, 103, 101]",8.719113894499623e-06,-11.649992942810059,11.649992942810059,microwave,bbox5,False,9,0,,
2320346,",(,(,(target(X),type(X,~microwave)),expression(~hasAttribute,X,~white)),expression(~under,X,~wall))",14,1.0,8,False,",(,(,(target(~closed),type(~closed,~microwave)),expression(~hasAttribute,~closed,~white)),expression(~under,~closed,~wall))",closed,att2,attribute,3.284497134418109e-06,-12.626296997070312,12.626296997070312,microwave,bbox5,False,9,0,,
2320346,",(,(,(target(X),type(X,~microwave)),expression(~hasAttribute,X,~white)),expression(~under,X,~wall))",14,1.0,9,False,",(,(,(target(~blue),type(~blue,~microwave)),expression(~hasAttribute,~blue,~white)),expression(~under,~blue,~wall))",blue,att3,attribute,2.879465244404821e-06,-12.757905960083008,12.757905960083008,microwave,bbox5,False,9,0,,
2362038,",(,(,(target(X),type(X,~shirt)),expression(~hasAttribute,X,~longSleeved)),expression(~leftOf,X,~head))",15,1.0,1,True,",(,(,(target(~shirt),type(~shirt,~shirt)),expression(~hasAttribute,~shirt,~longSleeved)),expression(~leftOf,~shirt,~head))",shirt,bbox11,"[35, 82, 161, 196]",0.0020752021572495337,-6.177696704864502,6.177696704864502,shirt,bbox11,True,2,0,,
2362038,",(,(,(target(X),type(X,~shirt)),expression(~hasAttribute,X,~longSleeved)),expression(~leftOf,X,~head))",15,1.0,2,False,",(,(,(target(~apron),type(~apron,~shirt)),expression(~hasAttribute,~apron,~longSleeved)),expression(~leftOf,~apron,~head))",apron,bbox1,"[48, 244, 115, 158]",1.5701935544345817e-05,-11.061726570129395,11.061726570129395,shirt,bbox11,False,2,0,,
2381701,",(,(,(,(target(X),type(X,~hair)),expression(~hasAttribute,X,~dark)),expression(~leftOf,X,~glass)),expression(~hasAttribute,~glass,~rimmed))",16,1.0,1,True,",(,(,(,(target(~hair),type(~hair,~hair)),expression(~hasAttribute,~hair,~dark)),expression(~leftOf,~hair,~glass)),expression(~hasAttribute,~glass,~rimmed))",hair,bbox6,"[39, 134, 93, 181]",3.95725292300098e-06,-12.439960479736328,12.439960479736328,hair,bbox6,True,1,3,knotted;talking;glasses,
2385420,",(,(,(,(,(,(target(X),type(X,~hill)),expression(~hasAttribute,X,~snowy)),expression(~rightOf,X,~cloud)),expression(~hasAttribute,~cloud,~white)),expression(~in,~cloud,~sky)),expression(~hasAttribute,~sky,~blue))",17,1.0,1,True,,NONE,,,0.0,-inf,inf,,,,1,4,goggles;smiling;shadowed;happy,
2318016,",(,(,(target(X),type(X,~giraffe)),expression(~hasAttribute,X,~brown)),expression(~inFrontOf,X,~tree))",18,1.0,1,True,",(,(,(target(~giraffe),type(~giraffe,~giraffe)),expression(~hasAttribute,~giraffe,~brown)),expression(~inFrontOf,~giraffe,~tree))",giraffe,bbox13,"[0, 35, 323, 298]",1.0,0.0,-0.0,giraffe,bbox13,True,3,2,treeBranch;branches,
2318016,",(,(,(target(X),type(X,~giraffe)),expression(~hasAttribute,X,~brown)),expression(~inFrontOf,X,~tree))",18,1.0,2,False,",(,(,(target(~neck),type(~neck,~giraffe)),expression(~hasAttribute,~neck,~brown)),expression(~inFrontOf,~neck,~tree))",neck,bbox2,"[191, 117, 74, 125]",0.0015375730768498836,-6.477550029754639,6.477550029754639,giraffe,bbox13,False,3,2,treeBranch;branches,
2318016,",(,(,(target(X),type(X,~giraffe)),expression(~hasAttribute,X,~brown)),expression(~inFrontOf,X,~tree))",18,1.0,3,False,",(,(,(target(~ear),type(~ear,~giraffe)),expression(~hasAttribute,~ear,~brown)),expression(~inFrontOf,~ear,~tree))",ear,bbox7,"[193, 65, 35, 14]",0.0008072776787766325,-7.121842861175537,7.121842861175537,giraffe,bbox13,False,3,2,treeBranch;branches,
2318016,",(,(,(,(target(X),type(X,~neck)),expression(~hasAttribute,X,~brown)),expression(~rightOf,X,~branch)),expression(~hasAttribute,~branch,~green))",19,1.0,1,True,,NONE,,,0.0,-inf,inf,,,,1,0,,
2347569,",(,(,(,(,(,(,(target(X),type(X,~jacket)),expression(~hasAttribute,X,~heavy)),expression(~rightOf,X,~bag)),expression(~hasAttribute,~bag,~black)),expression(~leftOf,~bag,~person)),expression(~pulling,~person,~suitcase)),expression(~hasAttribute,~suitcase,~dark))",20,1.0,1,True,",(,(,(,(,(,(,(target(~jacket),type(~jacket,~jacket)),expression(~hasAttribute,~jacket,~heavy)),expression(~rightOf,~jacket,~bag)),expression(~hasAttribute,~bag,~black)),expression(~leftOf,~bag,~person)),expression(~pulling,~person,~suitcase)),expression(~hasAttribute,~suitcase,~dark))",jacket,bbox1,"[253, 0, 156, 162]",3.3022079825781337e-06,-12.620919227600098,12.620919227600098,jacket,bbox1,True,1,1,stairs,
2347569,",(,(,(,(,(target(X),type(X,~suitcase)),expression(~hasAttribute,X,~dark)),expression(~pulling,~person,X)),expression(~holding,~person,~bag)),expression(~hasAttribute,~bag,~black))",21,1.0,1,True,",(,(,(,(,(target(~suitcase),type(~suitcase,~suitcase)),expression(~hasAttribute,~suitcase,~dark)),expression(~pulling,~person,~suitcase)),expression(~holding,~person,~bag)),expression(~hasAttribute,~bag,~black))",suitcase,bbox9,"[331, 162, 123, 173]",1.0,0.0,-0.0,suitcase,bbox9,True,2,0,,
2347569,",(,(,(,(,(target(X),type(X,~suitcase)),expression(~hasAttribute,X,~dark)),expression(~pulling,~person,X)),expression(~holding,~person,~bag)),expression(~hasAttribute,~bag,~black))",21,1.0,2,False,",(,(,(,(,(target(~bag),type(~bag,~suitcase)),expression(~hasAttribute,~bag,~dark)),expression(~pulling,~person,~bag)),expression(~holding,~person,~bag)),expression(~hasAttribute,~bag,~black))",bag,bbox2,"[197, 0, 67, 137]",0.05288469839470168,-2.939641237258911,2.939641237258911,suitcase,bbox9,False,2,0,,
4626,",(,(,(,(target(X),type(X,~chair)),expression(~hasAttribute,X,~wood)),expression(~rightOf,X,~rug)),expression(~on,~rug,~floor))",22,1.0,1,True,",(,(,(,(target(~chair),type(~chair,~chair)),expression(~hasAttribute,~chair,~wood)),expression(~rightOf,~chair,~rug)),expression(~on,~rug,~floor))",chair,bbox13,"[26, 212, 80, 57]",0.004871294059319132,-5.324395656585693,5.324395656585693,chair,bbox18,True,2,4,trashCan;candles;chairs;coffeeTable,
4626,",(,(,(,(target(X),type(X,~chair)),expression(~hasAttribute,X,~wood)),expression(~rightOf,X,~rug)),expression(~on,~rug,~floor))",22,1.0,2,False,",(,(,(,(target(~couch),type(~couch,~chair)),expression(~hasAttribute,~couch,~wood)),expression(~rightOf,~couch,~rug)),expression(~on,~rug,~floor))",couch,bbox11,"[78, 146, 161, 126]",0.004009664379219564,-5.519047737121582,5.519047737121582,chair,bbox18,False,2,4,trashCan;candles;chairs;coffeeTable,
4626,",(,(,(target(X),type(X,~table)),expression(~hasAttribute,X,~round)),expression(~leftOf,X,~floor))",23,1.0,1,True,",(,(,(target(~table),type(~table,~table)),expression(~hasAttribute,~table,~round)),expression(~leftOf,~table,~floor))",table,bbox10,"[6, 197, 122, 69]",0.0020701162603109086,-6.180150508880615,6.180150508880615,table,bbox19,True,3,0,,
4626,",(,(,(target(X),type(X,~table)),expression(~hasAttribute,X,~round)),expression(~leftOf,X,~floor))",23,1.0,2,False,",(,(,(target(~black),type(~black,~table)),expression(~hasAttribute,~black,~round)),expression(~leftOf,~black,~floor))",black,att4,attribute,0.0015345195190213715,-6.4795379638671875,6.4795379638671875,table,bbox19,False,3,0,,
4626,",(,(,(target(X),type(X,~table)),expression(~hasAttribute,X,~round)),expression(~leftOf,X,~floor))",23,1.0,3,False,",(,(,(target(~desk),type(~desk,~table)),expression(~hasAttribute,~desk,~round)),expression(~leftOf,~desk,~floor))",desk,bbox17,"[279, 207, 233, 176]",0.001483786749228675,-6.513157844543457,6.513157844543457,table,bbox19,False,3,0,,
2356371,",(,(,(target(X),type(X,~table)),expression(~hasAttribute,X,~brown)),expression(~leftOf,X,~chair))",24,1.0,1,True,",(,(,(target(~table),type(~table,~table)),expression(~hasAttribute,~table,~brown)),expression(~leftOf,~table,~chair))",table,bbox10,"[2, 239, 359, 136]",0.0062273197134078044,-5.0788092613220215,5.0788092613220215,table,bbox10,True,4,4,blinds;bricks;pears;papers,
2356371,",(,(,(target(X),type(X,~table)),expression(~hasAttribute,X,~brown)),expression(~leftOf,X,~chair))",24,1.0,2,False,",(,(,(target(~white),type(~white,~table)),expression(~hasAttribute,~white,~brown)),expression(~leftOf,~white,~chair))",white,att1,attribute,0.004918744155554455,-5.314702033996582,5.314702033996582,table,bbox10,False,4,4,blinds;bricks;pears;papers,
2356371,",(,(,(target(X),type(X,~table)),expression(~hasAttribute,X,~brown)),expression(~leftOf,X,~chair))",24,1.0,3,False,",(,(,(target(~black),type(~black,~table)),expression(~hasAttribute,~black,~brown)),expression(~leftOf,~black,~chair))",black,att6,attribute,0.004616136435423064,-5.378197193145752,5.378197193145752,table,bbox10,False,4,4,blinds;bricks;pears;papers,
2356371,",(,(,(target(X),type(X,~table)),expression(~hasAttribute,X,~brown)),expression(~leftOf,X,~chair))",24,1.0,4,False,",(,(,(target(~artwork),type(~artwork,~table)),expression(~hasAttribute,~artwork,~brown)),expression(~leftOf,~artwork,~chair))",artwork,bbox16,"[68, 57, 29, 27]",0.003926555072900737,-5.539992809295654,5.539992809295654,table,bbox10,False,4,4,blinds;bricks;pears;papers,
2325480,",(,(,(,(,(target(X),type(X,~person)),expression(~standing,X,~true)),expression(~carrying,X,~backpack)),expression(~hasAttribute,~backpack,~black)),expression(~watchingAt,X,~train))",25,1.0,1,True,,NONE,,,0.0,-inf,inf,,,,1,4,waiting;waitingFor;lookingThrough;standing,
2355874,",(,(,(,(,(target(X),type(X,~building)),expression(~hasAttribute,X,~tall)),expression(~rightOf,X,~window)),expression(~leftOf,X,~sky)),expression(~hasAttribute,~sky,~clear))",26,1.0,1,True,,NONE,,,0.0,-inf,inf,,,,1,2,mountains;clear,
2398749,",(,(target(X),type(X,~train)),expression(~near,X,~platform))",27,1.0,1,True,",(,(target(~train),type(~train,~train)),expression(~near,~train,~platform))",train,bbox2,"[58, 130, 374, 127]",0.027897361738354016,-3.579223155975342,3.579223155975342,train,bbox2,True,5,0,,
2398749,",(,(target(X),type(X,~train)),expression(~near,X,~platform))",27,1.0,2,False,",(,(target(~building),type(~building,~train)),expression(~near,~building,~platform))",building,bbox11,"[0, 0, 116, 215]",5.06077384654066e-05,-9.891406059265137,9.891406059265137,train,bbox2,False,5,0,,
2398749,",(,(target(X),type(X,~train)),expression(~near,X,~platform))",27,1.0,3,False,",(,(target(~large),type(~large,~train)),expression(~near,~large,~platform))",large,att2,attribute,7.534546415258977e-06,-11.796011924743652,11.796011924743652,train,bbox2,False,5,0,,
2398749,",(,(target(X),type(X,~train)),expression(~near,X,~platform))",27,1.0,4,False,",(,(target(~platform),type(~platform,~train)),expression(~near,~platform,~platform))",platform,bbox5,"[0, 172, 178, 178]",1.6142326582879904e-06,-13.336650848388672,13.336650848388672,train,bbox2,False,5,0,,
2398749,",(,(target(X),type(X,~train)),expression(~near,X,~platform))",27,1.0,5,False,",(,(target(~sign),type(~sign,~train)),expression(~near,~sign,~platform))",sign,bbox9,"[34, 57, 12, 20]",1.4072553318999506e-06,-13.473869323730469,13.473869323730469,train,bbox2,False,5,0,,
2398749,",(,(,(,(,(target(X),type(X,~building)),expression(~hasPosition,X,~right)),expression(~hasAttribute,X,~tall)),expression(~rightOf,X,~sky)),expression(~hasAttribute,~sky,~blue))",28,1.0,1,True,,NONE,,,0.0,-inf,inf,,,,1,0,,
2403677,",(,(,(,(target(X),type(X,~jean)),expression(~hasAttribute,X,~black)),expression(~rightOf,X,~window)),expression(~leftOf,X,~floor))",29,1.0,1,True,,NONE,,,0.0,-inf,inf,,,,1,6,spices;knifeBlock;cabinets;knives;used;wineBottle,
2366036,",(,(,(,(,(target(X),type(X,~bag)),expression(~hasAttribute,X,~black)),expression(~leftOf,X,~person)),expression(~rightOf,X,~person)),expression(~hasAttribute,~person,~standing))",30,1.0,1,True,,NONE,,,0.0,-inf,inf,,,,1,2,boots;legs,
2402230,",(,(,(,(,(,(target(X),type(X,~chair)),expression(~hasAttribute,X,~wood)),expression(~leftOf,X,~shirt)),expression(~hasAttribute,~shirt,~dotted)),expression(~rightOf,~shirt,~tShirt)),expression(~hasAttribute,~tShirt,~green))",31,1.0,1,True,,NONE,,,0.0,-inf,inf,,,,1,1,t-shirt,
2351975,",(,(,(,(target(X),type(X,~pant)),expression(~hasAttribute,X,~tan)),expression(~rightOf,X,~couch)),expression(~leftOf,X,~person))",32,1.0,1,True,,NONE,,,0.0,-inf,inf,,,,1,0,,
2322922,",(,(,(,(target(X),type(X,~mirror)),expression(~hasAttribute,X,~round)),expression(~above,X,~couch)),expression(~hasAttribute,~couch,~upholstered))",33,1.0,1,True,",(,(,(,(target(~mirror),type(~mirror,~mirror)),expression(~hasAttribute,~mirror,~round)),expression(~above,~mirror,~couch)),expression(~hasAttribute,~couch,~upholstered))",mirror,bbox3,"[323, 91, 149, 90]",1.0,0.0,-0.0,mirror,bbox3,True,5,2,clouds;upholstered,
2322922,",(,(,(,(target(X),type(X,~mirror)),expression(~hasAttribute,X,~round)),expression(~above,X,~couch)),expression(~hasAttribute,~couch,~upholstered))",33,1.0,2,False,",(,(,(,(target(~tan),type(~tan,~mirror)),expression(~hasAttribute,~tan,~round)),expression(~above,~tan,~couch)),expression(~hasAttribute,~couch,~upholstered))",tan,att1,attribute,0.0005800485349317469,-7.452398777008057,7.452398777008057,mirror,bbox3,False,5,2,clouds;upholstered,
2322922,",(,(,(,(target(X),type(X,~mirror)),expression(~hasAttribute,X,~round)),expression(~above,X,~couch)),expression(~hasAttribute,~couch,~upholstered))",33,1.0,3,False,",(,(,(,(target(~wood),type(~wood,~mirror)),expression(~hasAttribute,~wood,~round)),expression(~above,~wood,~couch)),expression(~hasAttribute,~couch,~upholstered))",wood,att8,attribute,0.00016278804160890992,-8.723061561584473,8.723061561584473,mirror,bbox3,False,5,2,clouds;upholstered,
2322922,",(,(,(,(target(X),type(X,~mirror)),expression(~hasAttribute,X,~round)),expression(~above,X,~couch)),expression(~hasAttribute,~couch,~upholstered))",33,1.0,4,False,",(,(,(,(target(~beach),type(~beach,~mirror)),expression(~hasAttribute,~beach,~round)),expression(~above,~beach,~couch)),expression(~hasAttribute,~couch,~upholstered))",beach,bbox9,"[153, 134, 127, 23]",0.0001433028046348387,-8.850550651550293,8.850550651550293,mirror,bbox3,False,5,2,clouds;upholstered,
2322922,",(,(,(,(target(X),type(X,~mirror)),expression(~hasAttribute,X,~round)),expression(~above,X,~couch)),expression(~hasAttribute,~couch,~upholstered))",33,1.0,5,False,",(,(,(,(target(~sand),type(~sand,~mirror)),expression(~hasAttribute,~sand,~round)),expression(~above,~sand,~couch)),expression(~hasAttribute,~couch,~upholstered))",sand,bbox1,"[222, 142, 58, 14]",1.0673237985415674e-05,-11.447771072387695,11.447771072387695,mirror,bbox3,False,5,2,clouds;upholstered,
2379652,",(,(,(,(target(X),type(X,~tail)),expression(~hasAttribute,X,~blue)),expression(~on,X,~jet)),expression(~hasAttribute,~jet,~white))",34,1.0,1,True,",(,(,(,(target(~tail),type(~tail,~tail)),expression(~hasAttribute,~tail,~blue)),expression(~on,~tail,~jet)),expression(~hasAttribute,~jet,~white))",tail,bbox7,"[79, 89, 341, 117]",0.0024466202535072677,-6.013047695159912,6.013047695159912,tail,bbox7,True,1,2,onTheBackOf;wing,
2405227,",(,(,(,(target(X),type(X,~horse)),expression(~hasAttribute,X,~white)),expression(~surroundedBy,X,~hay)),expression(~hasAttribute,~hay,~yellow))",35,1.0,1,True,",(,(,(,(target(~horse),type(~horse,~horse)),expression(~hasAttribute,~horse,~white)),expression(~surroundedBy,~horse,~hay)),expression(~hasAttribute,~hay,~yellow))",horse,bbox6,"[59, 4, 431, 494]",1.0,0.0,-0.0,horse,bbox6,True,1,7,tiedTo;leaves;nose;spots;ears;palmTree;wide,
2324591,",(,(,(,(target(X),type(X,~plate)),expression(~hasAttribute,X,~colorful)),expression(~above,X,~broccoli)),expression(~hasAttribute,~broccoli,~green))",36,1.0,1,True,",(,(,(,(target(~plate),type(~plate,~plate)),expression(~hasAttribute,~plate,~colorful)),expression(~above,~plate,~broccoli)),expression(~hasAttribute,~broccoli,~green))",plate,bbox2,"[0, 0, 296, 149]",1.0,0.0,-0.0,plate,bbox2,True,1,0,,
2374543,",(,(,(,(target(X),type(X,~person)),expression(~hasAttribute,X,~barefoot)),expression(~holding,X,~hat)),expression(~hasAttribute,~hat,~green))",37,1.0,1,True,",(,(,(,(target(~man),type(~man,~person)),expression(~hasAttribute,~man,~barefoot)),expression(~holding,~man,~hat)),expression(~hasAttribute,~hat,~green))",man,bbox8,"[224, 14, 276, 351]",0.002790527695571146,-5.881524562835693,5.881524562835693,man,bbox8,True,4,1,feet,
2374543,",(,(,(,(target(X),type(X,~person)),expression(~hasAttribute,X,~barefoot)),expression(~holding,X,~hat)),expression(~hasAttribute,~hat,~green))",37,1.0,2,False,",(,(,(,(target(~short),type(~short,~person)),expression(~hasAttribute,~short,~barefoot)),expression(~holding,~short,~hat)),expression(~hasAttribute,~hat,~green))",short,att6,attribute,5.6150037140305726e-05,-9.787483215332031,9.787483215332031,man,bbox8,False,4,1,feet,
2374543,",(,(,(,(target(X),type(X,~person)),expression(~hasAttribute,X,~barefoot)),expression(~holding,X,~hat)),expression(~hasAttribute,~hat,~green))",37,1.0,3,False,",(,(,(,(target(~head),type(~head,~person)),expression(~hasAttribute,~head,~barefoot)),expression(~holding,~head,~hat)),expression(~hasAttribute,~hat,~green))",head,bbox6,"[284, 15, 53, 73]",2.4118712101096357e-05,-10.632522583007812,10.632522583007812,man,bbox8,False,4,1,feet,
2374543,",(,(,(,(target(X),type(X,~person)),expression(~hasAttribute,X,~barefoot)),expression(~holding,X,~hat)),expression(~hasAttribute,~hat,~green))",37,1.0,4,False,",(,(,(,(target(~sand),type(~sand,~person)),expression(~hasAttribute,~sand,~barefoot)),expression(~holding,~sand,~hat)),expression(~hasAttribute,~hat,~green))",sand,bbox4,"[0, 69, 499, 304]",2.1817095545304004e-05,-10.732816696166992,10.732816696166992,man,bbox8,False,4,1,feet,
2352110,",(,(,(,(target(X),type(X,~elephant)),expression(~hasAttribute,X,~baby)),expression(~rightOf,X,~trunk)),expression(~leftOf,X,~mud))",38,1.0,1,True,",(,(,(,(target(~elephant),type(~elephant,~elephant)),expression(~hasAttribute,~elephant,~baby)),expression(~rightOf,~elephant,~trunk)),expression(~leftOf,~elephant,~mud))",elephant,bbox1,"[32, 67, 318, 212]",3.3022079825781337e-06,-12.620919227600098,12.620919227600098,elephant,bbox8,True,1,1,sticks,
